bid,routine timestamp,routine score,name,day difference
2555,2017-10-17,94,EXTREME PIZZA,209.0
2555,2018-05-07,92,EXTREME PIZZA,7.0
2555,2019-01-31,83,EXTREME PIZZA,-1.0
2559,2017-01-12,94,HAI'S RESTAURANT,-1.0
2559,2018-04-23,90,HAI'S RESTAURANT,-1.0
2561,2018-01-25,94,ANANDA FUARA,-1.0
2578,2016-11-28,100,Starbucks Coffee Co,-1.0
2578,2019-05-23,94,Starbucks Coffee Co,8.0
2580,2017-09-21,88,CAFE MARS,14.0
2580,2018-06-18,92,CAFE MARS,-1.0
2580,2019-01-30,90,CAFE MARS,-1.0
2580,2019-08-05,92,CAFE MARS,-1.0
2589,2017-03-09,79,Dojima-Ann,-1.0
2589,2017-10-23,96,Dojima-Ann,-1.0
2589,2019-08-05,87,Dojima-Ann,-1.0
2593,2017-02-01,73,BELLA TRATTORIA,2.0
2593,2018-11-15,90,BELLA TRATTORIA,-1.0
2596,2017-09-13,88,LA VIE VIETNAMESE REST,13.0
2596,2018-10-23,85,LA VIE VIETNAMESE REST,-1.0
2599,2017-03-15,81,HONG KONG RESTAURANT,7.0
2599,2018-04-09,79,HONG KONG RESTAURANT,-1.0
2599,2019-07-23,74,HONG KONG RESTAURANT,-1.0
2601,2017-05-04,94,Last Drop Tavern,-1.0
2601,2019-01-18,79,Last Drop Tavern,234.0
2601,2019-07-31,81,Last Drop Tavern,40.0
2609,2019-03-12,75,Pride of the Mediterranean,7.0
2610,2016-10-17,90,CAFE LA BOHEME,359.0
2610,2017-10-03,90,CAFE LA BOHEME,8.0
2610,2018-05-15,92,CAFE LA BOHEME,-1.0
2610,2019-05-15,89,CAFE LA BOHEME,-1.0
2615,2017-08-18,90,Thai Chef 2,21.0
2615,2018-08-13,94,Thai Chef 2,-1.0
2615,2019-03-01,90,Thai Chef 2,-1.0
2619,2018-02-06,85,KEZAR BAR & RESTAURANT,2.0
2619,2019-02-07,82,KEZAR BAR & RESTAURANT,-1.0
2620,2017-12-14,96,Bambino's Ristorante,-1.0
2622,2017-03-08,75,WING HING RESTAURANT,7.0
2622,2019-01-24,64,WING HING RESTAURANT,-1.0
2632,2017-03-09,94,MARTHA & BROS COFFEE CO,-1.0
2632,2017-08-29,87,MARTHA & BROS COFFEE CO,-1.0
2632,2018-02-12,94,MARTHA & BROS COFFEE CO,-1.0
2632,2019-04-05,80,MARTHA & BROS COFFEE CO,3.0
2638,2016-11-29,81,SF BAGEL CO. (KATZ BAGELS),42.0
2638,2018-01-10,79,SF BAGEL CO. (KATZ BAGELS),-1.0
2638,2018-08-30,86,SF BAGEL CO. (KATZ BAGELS),-1.0
2638,2019-07-17,81,SF BAGEL CO. (KATZ BAGELS),-1.0
2646,2017-09-26,90,THE PHOENIX BAR & RESTAURANT,233.0
2646,2018-05-03,84,THE PHOENIX BAR & RESTAURANT,14.0
2646,2019-05-08,88,THE PHOENIX BAR & RESTAURANT,-1.0
2648,2017-11-29,83,BALOMPIE CAFE,27.0
2648,2018-07-31,86,BALOMPIE CAFE,-1.0
2648,2019-07-25,83,BALOMPIE CAFE,-1.0
2649,2017-08-31,76,WAN KEE RESTAURANT,8.0
2649,2018-04-09,77,WAN KEE RESTAURANT,-1.0
2649,2019-04-03,75,WAN KEE RESTAURANT,-1.0
2659,2017-03-06,79,HUNAN CHEF,-1.0
2659,2017-10-16,81,HUNAN CHEF,-1.0
2659,2018-03-27,77,HUNAN CHEF,-1.0
2659,2019-04-16,83,HUNAN CHEF,9.0
2664,2016-11-02,85,Alice's Restaurant,-1.0
2664,2017-10-31,88,Alice's Restaurant,-1.0
2664,2018-12-11,72,Alice's Restaurant,197.0
2664,2019-06-13,60,Alice's Restaurant,13.0
2667,2017-07-07,78,ARIAKE,-1.0
2667,2018-06-07,93,ARIAKE,-1.0
2667,2019-03-04,92,ARIAKE,205.0
2667,2019-09-18,92,ARIAKE,7.0
2676,2018-05-24,96,FIREFLY,-1.0
2676,2019-06-26,89,FIREFLY,-1.0
2684,2016-11-02,83,ERIC'S RESTAURANT,44.0
2684,2018-03-27,87,ERIC'S RESTAURANT,-1.0
2684,2019-01-07,84,ERIC'S RESTAURANT,-1.0
2684,2019-07-15,87,ERIC'S RESTAURANT,-1.0
2689,2016-11-28,98,THE BLUE PLATE,-1.0
2689,2017-10-20,96,THE BLUE PLATE,-1.0
2689,2018-05-18,91,THE BLUE PLATE,-1.0
2689,2019-04-23,94,THE BLUE PLATE,-1.0
2690,2016-10-25,92,LOS PANCHOS,-1.0
2690,2017-04-03,96,LOS PANCHOS,-1.0
2690,2017-10-23,91,LOS PANCHOS,-1.0
2690,2018-05-22,89,LOS PANCHOS,-1.0
2690,2019-07-08,87,LOS PANCHOS,9.0
2692,2017-03-22,96,TYGER'S,-1.0
2692,2017-11-14,85,TYGER'S,-1.0
2692,2019-03-04,96,TYGER'S,-1.0
2697,2018-09-27,75,HOWARD'S CAFE,-1.0
2709,2017-02-27,86,MELS DRIVE IN,35.0
2709,2018-05-01,84,MELS DRIVE IN,-1.0
2716,2016-10-27,82,RED A BAKERY,85.0
2716,2017-10-16,88,RED A BAKERY,-1.0
2716,2018-09-17,78,RED A BAKERY,-1.0
2716,2019-04-10,87,RED A BAKERY,-1.0
2716,2019-09-30,94,RED A BAKERY,-1.0
2717,2017-07-19,73,GOURMET DIM SUM & CAFE,34.0
2717,2018-07-30,78,GOURMET DIM SUM & CAFE,-1.0
2717,2019-01-25,76,GOURMET DIM SUM & CAFE,-1.0
2717,2019-06-25,82,GOURMET DIM SUM & CAFE,-1.0
2721,2017-08-16,80,Red Jade Restaurant,15.0
2721,2018-07-18,85,Red Jade Restaurant,-1.0
2721,2019-08-21,84,Red Jade Restaurant,-1.0
2725,2017-11-02,94,BOBOQUIVARI'S,252.0
2725,2018-07-05,94,BOBOQUIVARI'S,7.0
2725,2019-08-26,96,BOBOQUIVARI'S,-1.0
2731,2019-04-08,93,Main Kitchen-Mission Grille,-1.0
2733,2018-06-15,94,New Mangia Tutti Ristorante,285.0
2733,2019-03-20,85,New Mangia Tutti Ristorante,7.0
2737,2017-07-25,90,CAFFE' ROMA,7.0
2737,2018-04-23,90,CAFFE' ROMA,-1.0
2737,2019-05-31,92,CAFFE' ROMA,-1.0
2739,2017-06-27,79,ROSE'S CAFE,10.0
2739,2017-11-14,90,ROSE'S CAFE,-1.0
2739,2018-05-07,90,ROSE'S CAFE,-1.0
2739,2018-11-07,83,ROSE'S CAFE,-1.0
2743,2016-10-24,84,NOAH'S NEW YORK BAGELS #2147,1.0
2743,2017-10-11,87,NOAH'S NEW YORK BAGELS #2147,-1.0
2743,2018-05-31,90,NOAH'S NEW YORK BAGELS #2147,-1.0
2743,2019-01-11,96,NOAH'S NEW YORK BAGELS #2147,-1.0
2749,2016-11-28,94,TAQUERIA CANCUN,-1.0
2749,2017-06-01,92,TAQUERIA CANCUN,-1.0
2749,2017-11-02,93,TAQUERIA CANCUN,-1.0
2749,2018-05-18,89,TAQUERIA CANCUN,308.0
2749,2019-02-28,81,TAQUERIA CANCUN,22.0
2749,2019-10-02,86,TAQUERIA CANCUN,-1.0
2750,2017-08-23,84,HAMANO SUSHI,34.0
2750,2018-08-01,88,HAMANO SUSHI,-1.0
2750,2019-09-11,96,HAMANO SUSHI,-1.0
2755,2016-12-05,85,SOCIALE,1.0
2755,2018-08-16,88,SOCIALE,-1.0
2755,2019-03-27,90,SOCIALE,-1.0
2756,2017-12-01,98,STARBUCKS,-1.0
2756,2018-09-05,100,STARBUCKS,-1.0
2758,2018-02-06,92,OSTERIA,-1.0
2758,2019-05-08,90,OSTERIA,-1.0
2759,2017-01-03,88,CASA MEXICANA,-1.0
2759,2018-05-16,84,CASA MEXICANA,7.0
2759,2019-04-24,83,CASA MEXICANA,-1.0
2764,2017-11-29,78,AL-HAMRA,51.0
2764,2018-06-05,67,AL-HAMRA,-1.0
2764,2018-10-11,89,AL-HAMRA,-1.0
2766,2016-10-14,81,TAQUERIA GUADALAJARA,7.0
2766,2017-10-23,83,TAQUERIA GUADALAJARA,-1.0
2766,2018-04-13,85,TAQUERIA GUADALAJARA,-1.0
2766,2019-06-14,80,TAQUERIA GUADALAJARA,-1.0
2768,2017-02-17,100,Starbucks Coffee,-1.0
2768,2018-03-21,100,Starbucks Coffee,-1.0
2768,2019-05-17,100,Starbucks Coffee,-1.0
2777,2017-10-03,94,Starbucks Coffee,-1.0
2777,2019-05-16,92,Starbucks Coffee,8.0
2778,2018-08-07,76,LEE'S DELI,8.0
2785,2017-03-30,79,G & L RESTAURANT,7.0
2785,2018-04-18,72,G & L RESTAURANT,-1.0
2785,2019-05-02,70,G & L RESTAURANT,-1.0
2788,2018-06-12,92,Sushi Hunter,-1.0
2797,2016-10-19,86,MELS DRIVE-IN,-1.0
2797,2017-06-15,74,MELS DRIVE-IN,151.0
2797,2017-11-01,81,MELS DRIVE-IN,12.0
2797,2018-11-30,94,MELS DRIVE-IN,-1.0
2797,2019-05-30,88,MELS DRIVE-IN,-1.0
2798,2017-10-17,88,MONGKOK DIM SUM & RESTAURANT,-1.0
2798,2019-05-15,88,MONGKOK DIM SUM & RESTAURANT,-1.0
2799,2018-04-03,96,Starbucks Coffee,-1.0
2799,2019-05-24,98,Starbucks Coffee,-1.0
2805,2017-03-02,98,Starbucks Coffee,-1.0
2805,2018-04-18,98,Starbucks Coffee,-1.0
2805,2019-05-23,100,Starbucks Coffee,-1.0
2807,2017-11-02,86,Grandeho's Kamekyo II,-1.0
2807,2019-01-18,81,Grandeho's Kamekyo II,18.0
2807,2019-08-01,86,Grandeho's Kamekyo II,-1.0
2808,2017-06-21,81,NEW EMMY'S RESTAURANT,8.0
2808,2019-01-03,74,NEW EMMY'S RESTAURANT,-1.0
2808,2019-07-10,70,NEW EMMY'S RESTAURANT,-1.0
2810,2017-02-06,98,Starbucks Coffee,-1.0
2810,2018-03-08,94,Starbucks Coffee,-1.0
2810,2019-05-03,98,Starbucks Coffee,-1.0
2818,2017-07-24,98,STARBUCKS COFFEE #5486,-1.0
2818,2018-03-08,96,STARBUCKS COFFEE #5486,-1.0
2818,2019-01-10,90,STARBUCKS COFFEE #5486,-1.0
2826,2018-04-26,90,Pena Pachamama,11.0
2829,2018-02-28,96,EAGLE PIZZA,-1.0
2836,2017-10-05,92,Hard Rock Cafe,-1.0
2836,2018-06-12,92,Hard Rock Cafe,-1.0
2836,2018-11-16,94,Hard Rock Cafe,-1.0
2836,2019-07-22,94,Hard Rock Cafe,-1.0
2837,2018-03-22,94,KITARO JAPANESE RESTAURANT,-1.0
2837,2019-04-02,89,KITARO JAPANESE RESTAURANT,8.0
2840,2016-12-29,93,THE OLYMPIC CLUB AT LAKESIDE,1.0
2840,2017-08-18,92,THE OLYMPIC CLUB AT LAKESIDE,-1.0
2840,2018-08-09,100,THE OLYMPIC CLUB AT LAKESIDE,-1.0
2840,2019-05-08,100,THE OLYMPIC CLUB AT LAKESIDE,-1.0
2841,2016-12-29,87,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",-1.0
2841,2017-08-18,94,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",-1.0
2841,2018-08-09,94,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",-1.0
2841,2019-05-08,100,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",-1.0
2842,2017-06-16,73,SEASONS RESTAURANT,20.0
2842,2019-02-20,70,SEASONS RESTAURANT,-1.0
2843,2017-02-15,92,San Raku Restaurant,-1.0
2843,2018-03-22,100,San Raku Restaurant,315.0
2843,2019-01-28,72,San Raku Restaurant,3.0
2843,2019-08-13,87,San Raku Restaurant,-1.0
2849,2016-11-14,90,Kells,-1.0
2849,2019-04-17,90,Kells,-1.0
2854,2018-02-14,82,SANRAKU,-1.0
2854,2019-03-13,88,SANRAKU,-1.0
2858,2019-03-07,87,Kokkari,210.0
2863,2017-08-30,88,HAYSTACK PIZZA RESTAURANT,-1.0
2863,2018-05-02,92,HAYSTACK PIZZA RESTAURANT,-1.0
2863,2019-08-05,85,HAYSTACK PIZZA RESTAURANT,1.0
2866,2017-12-12,85,ELIZA'S RESTAURANT,-1.0
2866,2018-10-23,92,ELIZA'S RESTAURANT,-1.0
2869,2016-11-28,100,Holiday Inn ExpressHotel - Pantry Kitchen,-1.0
2869,2017-10-20,94,Holiday Inn ExpressHotel - Pantry Kitchen,-1.0
2869,2018-07-16,98,Holiday Inn ExpressHotel - Pantry Kitchen,-1.0
2871,2017-01-18,96,STARBUCK'S COFFEE #6605,-1.0
2871,2018-02-23,96,STARBUCK'S COFFEE #6605,-1.0
2871,2019-02-20,94,STARBUCK'S COFFEE #6605,-1.0
2884,2016-11-08,100,Starbucks Coffee,-1.0
2884,2017-12-04,100,Starbucks Coffee,-1.0
2884,2019-04-03,96,Starbucks Coffee,-1.0
2893,2017-09-19,86,FOREIGN CINEMA,-1.0
2893,2018-05-23,88,FOREIGN CINEMA,-1.0
2893,2019-06-27,94,FOREIGN CINEMA,43.0
2898,2016-11-03,94,The Cheesecake Factory,-1.0
2898,2018-04-12,94,The Cheesecake Factory,-1.0
2898,2019-08-16,96,The Cheesecake Factory,-1.0
2899,2016-12-13,94,Public House/Mijita,-1.0
2899,2019-04-04,90,Public House/Mijita,-1.0
2907,2017-12-04,83,Bon Appetit @ USF-Market Cafe,30.0
2907,2018-09-18,80,Bon Appetit @ USF-Market Cafe,-1.0
2907,2019-08-29,86,Bon Appetit @ USF-Market Cafe,-1.0
2917,2016-10-05,89,OMNI S.F. Hotel - Main Kitchen,-1.0
2917,2017-11-01,96,OMNI S.F. Hotel - Main Kitchen,-1.0
2917,2019-05-01,92,OMNI S.F. Hotel - Main Kitchen,15.0
2919,2017-11-01,98,OMNI S.F. Hotel - Restaurant & Bar,-1.0
2919,2019-05-01,94,OMNI S.F. Hotel - Restaurant & Bar,15.0
2920,2017-04-17,96,Academy of Arts Univ- I House Cafe,-1.0
2920,2018-04-26,100,Academy of Arts Univ- I House Cafe,-1.0
2920,2019-07-17,96,Academy of Arts Univ- I House Cafe,35.0
2922,2016-12-16,76,The White Horse,42.0
2922,2017-09-21,98,The White Horse,-1.0
2922,2019-07-18,82,The White Horse,-1.0
2924,2016-12-07,82,Leatherneck Steakhouse - Marines' Memorial Assn,-1.0
2924,2017-12-05,98,Leatherneck Steakhouse - Marines' Memorial Assn,-1.0
2924,2019-04-18,94,Leatherneck Steakhouse - Marines' Memorial Assn,18.0
2925,2016-12-07,88,Marines Memorial Club - Banquet,-1.0
2925,2017-12-05,89,Marines Memorial Club - Banquet,-1.0
2925,2019-04-18,92,Marines Memorial Club - Banquet,18.0
2926,2017-03-16,82,Luques Restaurant & Bar,-1.0
2926,2019-07-09,92,Luques Restaurant & Bar,8.0
2928,2016-12-14,100,Elks Club,-1.0
2928,2017-08-31,94,Elks Club,-1.0
2928,2019-05-15,91,Elks Club,9.0
2929,2018-06-04,98,Academy of Arts University,-1.0
2933,2017-08-07,83,Castagnola's Restaurant,197.0
2933,2018-02-08,79,Castagnola's Restaurant,12.0
2933,2019-02-12,90,Castagnola's Restaurant,-1.0
2934,2017-09-12,88,Lou's Fish Shack,7.0
2934,2018-03-23,85,Lou's Fish Shack,-1.0
2934,2019-04-25,94,Lou's Fish Shack,-1.0
2941,2017-11-29,87,Harrington's Bar & Grill,-1.0
2941,2019-05-09,89,Harrington's Bar & Grill,1.0
2942,2018-01-19,96,Whole Foods Market,-1.0
2942,2019-01-11,88,Whole Foods Market,258.0
2945,2016-10-12,80,New Sun Hong Kong Restaurant,7.0
2945,2017-12-06,94,New Sun Hong Kong Restaurant,-1.0
2945,2018-08-01,86,New Sun Hong Kong Restaurant,-1.0
2949,2017-05-01,90,Safeway Store #4601,92.0
2949,2019-03-07,94,Safeway Store #4601,-1.0
2957,2018-05-01,100,GOLDEN STATE ADULT DAY HEALTH CARE,-1.0
2957,2019-05-02,94,GOLDEN STATE ADULT DAY HEALTH CARE,-1.0
2970,2017-08-23,98,Good Earth Cafe,-1.0
2970,2018-03-05,96,Good Earth Cafe,-1.0
2971,2018-01-12,100,ST MARY'S HOSPITAL CAFETERIA,-1.0
2972,2018-01-23,81,PORTICO,7.0
2972,2019-03-22,80,PORTICO,-1.0
2974,2018-06-06,87,LEAPING LEMUR CAFE,-1.0
2974,2018-07-17,94,LEAPING LEMUR CAFE,-1.0
2974,2019-05-08,100,LEAPING LEMUR CAFE,-1.0
2980,2016-10-24,89,PUERTO ALEGRE,4.0
2980,2018-02-15,89,PUERTO ALEGRE,-1.0
2980,2019-05-31,91,PUERTO ALEGRE,-1.0
2987,2017-07-19,94,The Penthouse Club & Steakhouse,-1.0
2987,2018-12-26,92,The Penthouse Club & Steakhouse,-1.0
2995,2018-03-22,85,CAFE ROCCO,-1.0
2995,2019-03-05,85,CAFE ROCCO,-1.0
2996,2018-04-25,85,PALOMINO EURO-BISTRO,-1.0
2996,2019-07-11,72,PALOMINO EURO-BISTRO,-1.0
3006,2017-10-26,90,Local Roots Leidesdorff,-1.0
3006,2019-03-15,85,Local Roots Leidesdorff,-1.0
3014,2017-12-06,90,Far East Cafe,265.0
3014,2018-08-20,73,Far East Cafe,8.0
3016,2016-11-14,62,"R & G Executive Lounge, Inc",28.0
3016,2017-12-13,79,"R & G Executive Lounge, Inc",-1.0
3016,2018-05-07,62,"R & G Executive Lounge, Inc",-1.0
3016,2018-10-11,74,"R & G Executive Lounge, Inc",-1.0
3019,2017-06-09,88,Tad's,-1.0
3019,2018-12-27,90,Tad's,194.0
3019,2019-07-02,88,Tad's,7.0
3025,2016-11-02,88,PEKING RESTAURANT,-1.0
3025,2018-03-14,88,PEKING RESTAURANT,41.0
3025,2019-04-30,80,PEKING RESTAURANT,-1.0
3029,2018-04-26,61,TENNESSEE GRILL INC,20.0
3029,2018-12-06,81,TENNESSEE GRILL INC,-1.0
3031,2017-08-07,79,Victor's Pizza,-1.0
3031,2018-01-03,92,Victor's Pizza,-1.0
3031,2018-08-27,87,Victor's Pizza,-1.0
3031,2019-09-11,94,Victor's Pizza,-1.0
3032,2016-12-14,100,CHIPOTLE MEXICAN GRILL,359.0
3032,2017-11-21,98,CHIPOTLE MEXICAN GRILL,17.0
3032,2019-02-28,98,CHIPOTLE MEXICAN GRILL,-1.0
3038,2017-10-23,79,TURK & LARKIN DELI,11.0
3043,2018-01-11,87,ST. FRANCIS YACHT CLUB,13.0
3046,2017-05-05,94,Mollie Stone's Grand Central Market,-1.0
3046,2018-06-27,96,Mollie Stone's Grand Central Market,237.0
3046,2019-02-08,82,Mollie Stone's Grand Central Market,11.0
3048,2016-10-18,76,Crustacean,15.0
3048,2017-11-20,83,Crustacean,-1.0
3048,2018-05-25,92,Crustacean,-1.0
3050,2018-07-10,90,Benkyodo Co,-1.0
3050,2019-08-28,90,Benkyodo Co,-1.0
3053,2018-03-08,90,Harris' Restaurant,6.0
3054,2017-02-02,100,McCormick & Kuleto's Seafood Restaunt,-1.0
3054,2018-03-23,96,McCormick & Kuleto's Seafood Restaunt,-1.0
3054,2019-03-19,91,McCormick & Kuleto's Seafood Restaunt,-1.0
3055,2017-06-06,89,"SAFEWAY STORES, INC. #995",15.0
3055,2018-06-06,90,"SAFEWAY STORES, INC. #995",-1.0
3055,2019-01-18,88,"SAFEWAY STORES, INC. #995",-1.0
3055,2019-08-13,83,"SAFEWAY STORES, INC. #995",-1.0
3056,2017-02-17,92,MASON DINER,-1.0
3056,2018-04-02,94,MASON DINER,-1.0
3056,2019-03-19,88,MASON DINER,15.0
3061,2017-11-02,98,Ghirardelli Chcocolate Company,-1.0
3061,2019-04-02,100,Ghirardelli Chcocolate Company,-1.0
3065,2017-10-19,85,CHA-AM RESTAURANT,11.0
3065,2018-07-09,85,CHA-AM RESTAURANT,-1.0
3065,2019-04-10,87,CHA-AM RESTAURANT,-1.0
3070,2017-07-25,75,FLOWER MARKET CAFE,14.0
3070,2018-04-19,74,FLOWER MARKET CAFE,-1.0
3070,2019-01-10,77,FLOWER MARKET CAFE,-1.0
3070,2019-07-29,83,FLOWER MARKET CAFE,-1.0
3072,2017-01-12,92,"HOTEL UTAH SALOON, THE",-1.0
3072,2018-02-08,90,"HOTEL UTAH SALOON, THE",18.0
3072,2019-07-01,84,"HOTEL UTAH SALOON, THE",-1.0
3073,2019-03-06,87,DELANCEY ST. RESTAURANT,20.0
3076,2017-06-30,84,Limon Restaurant,19.0
3076,2018-05-23,78,Limon Restaurant,-1.0
3082,2016-11-18,78,ONE MARKET RESTAURANT,-1.0
3082,2018-01-24,90,ONE MARKET RESTAURANT,-1.0
3082,2019-04-03,83,ONE MARKET RESTAURANT,1.0
3084,2017-10-30,88,ITALIAN AMERICAN SOCIAL CLUB,-1.0
3090,2017-07-18,85,YANK SING RESTAURANT,-1.0
3090,2019-03-18,87,YANK SING RESTAURANT,-1.0
3090,2019-10-01,90,YANK SING RESTAURANT,-1.0
3091,2017-11-07,100,Employee Cafeteria,-1.0
3091,2019-04-08,92,Employee Cafeteria,-1.0
3102,2018-06-05,82,TOWN'S END RESTAURANT & BAKERY,-1.0
3111,2017-01-27,87,The Family,-1.0
3111,2017-12-11,100,The Family,-1.0
3111,2019-05-22,92,The Family,-1.0
3112,2016-11-02,83,Lori's Diner,293.0
3112,2017-08-17,80,Lori's Diner,5.0
3112,2019-02-04,69,Lori's Diner,-1.0
3112,2019-09-10,87,Lori's Diner,-1.0
3114,2016-12-14,90,Franciscan Crab Restaurant,13.0
3114,2017-11-06,82,Franciscan Crab Restaurant,-1.0
3114,2018-09-24,92,Franciscan Crab Restaurant,-1.0
3114,2019-08-22,79,Franciscan Crab Restaurant,-1.0
3115,2017-12-06,72,Yee's Restaurant,-1.0
3120,2017-07-10,87,Cioppino's,-1.0
3120,2019-03-12,83,Cioppino's,7.0
3120,2019-09-17,85,Cioppino's,-1.0
3121,2018-04-17,86,Le Central Bistro Corp,-1.0
3121,2019-02-14,80,Le Central Bistro Corp,-1.0
3122,2017-01-09,81,Tadich Grill,-1.0
3122,2017-08-02,87,Tadich Grill,-1.0
3122,2018-06-07,79,Tadich Grill,-1.0
3122,2019-05-09,85,Tadich Grill,33.0
3129,2018-03-19,100,Francisca Club,-1.0
3129,2019-05-30,96,Francisca Club,-1.0
3133,2017-05-16,85,Brandy Ho's Hunan Food,7.0
3134,2017-09-19,85,Lee's Deli,-1.0
3134,2019-01-30,81,Lee's Deli,7.0
3134,2019-09-10,96,Lee's Deli,-1.0
3151,2016-11-14,62,New Asia Restaurant,2.0
3151,2017-11-30,76,New Asia Restaurant,-1.0
3155,2017-11-15,94,The Royal Exchange Restaurant Co.,-1.0
3155,2019-05-06,94,The Royal Exchange Restaurant Co.,8.0
3165,2018-05-07,77,HAN IL KWAN,-1.0
3165,2018-11-27,83,HAN IL KWAN,-1.0
3165,2019-06-04,85,HAN IL KWAN,-1.0
3167,2016-11-07,78,MING'S DINER,11.0
3167,2017-08-28,76,MING'S DINER,-1.0
3167,2018-06-13,59,MING'S DINER,-1.0
3183,2017-01-26,91,NEW ERITREA RESTAURANT,7.0
3183,2018-05-02,96,NEW ERITREA RESTAURANT,-1.0
3183,2019-06-26,89,NEW ERITREA RESTAURANT,-1.0
3185,2019-07-09,85,PIRRO'S PIZZERIA,3.0
3186,2016-11-28,100,Schuberts Bakery,-1.0
3186,2017-09-15,98,Schuberts Bakery,-1.0
3186,2018-08-22,98,Schuberts Bakery,-1.0
3186,2019-04-05,96,Schuberts Bakery,-1.0
3189,2017-02-28,87,MOSCOW & TBILSI BAKERY STORE,-1.0
3189,2018-04-18,90,MOSCOW & TBILSI BAKERY STORE,7.0
3189,2018-12-14,87,MOSCOW & TBILSI BAKERY STORE,-1.0
3189,2019-07-01,92,MOSCOW & TBILSI BAKERY STORE,-1.0
3190,2017-01-05,92,NORIEGA TERIYAKI HOUSE,-1.0
3190,2018-03-07,81,NORIEGA TERIYAKI HOUSE,317.0
3190,2019-01-10,70,NORIEGA TERIYAKI HOUSE,8.0
3196,2017-01-27,89,United Irish Cultural Center,5.0
3196,2018-01-18,90,United Irish Cultural Center,-1.0
3196,2018-09-24,96,United Irish Cultural Center,-1.0
3200,2017-06-01,90,YANK SING,-1.0
3200,2019-02-27,81,YANK SING,13.0
3200,2019-07-15,82,YANK SING,-1.0
3206,2017-03-08,83,PPQ Vietnamese RESTAURANT,20.0
3206,2017-11-15,82,PPQ Vietnamese RESTAURANT,-1.0
3206,2018-10-03,72,PPQ Vietnamese RESTAURANT,-1.0
3206,2019-05-20,88,PPQ Vietnamese RESTAURANT,-1.0
3207,2017-04-28,100,Farallon Restaurant,-1.0
3207,2018-12-18,100,Farallon Restaurant,-1.0
3210,2017-01-10,96,International House of Pancakes,-1.0
3210,2017-08-09,98,International House of Pancakes,-1.0
3210,2018-02-05,96,International House of Pancakes,-1.0
3210,2018-11-06,98,International House of Pancakes,-1.0
3211,2017-09-12,85,PHO HUYNH HIEP II,-1.0
3211,2018-09-05,86,PHO HUYNH HIEP II,-1.0
3211,2019-08-14,90,PHO HUYNH HIEP II,-1.0
3217,2018-01-30,80,MARNEE THAI RESTAURANT,7.0
3217,2018-10-29,79,MARNEE THAI RESTAURANT,-1.0
3217,2019-07-31,78,MARNEE THAI RESTAURANT,-1.0
3218,2017-04-25,89,GIORGIO'S PIZZA,14.0
3218,2018-08-31,91,GIORGIO'S PIZZA,-1.0
3218,2019-09-27,96,GIORGIO'S PIZZA,-1.0
3221,2017-06-27,85,PASQUALES,10.0
3221,2017-11-07,88,PASQUALES,-1.0
3221,2018-06-08,90,PASQUALES,-1.0
3221,2019-07-08,85,PASQUALES,-1.0
3222,2017-11-17,82,MEL'S DRIVE-IN,10.0
3222,2018-10-22,91,MEL'S DRIVE-IN,-1.0
3222,2019-02-07,92,MEL'S DRIVE-IN,-1.0
3228,2018-06-19,86,THANH LONG RESTAURANT,-1.0
3229,2016-10-31,84,TOMMYS MEXICAN RESTAURANT,16.0
3229,2018-02-07,81,TOMMYS MEXICAN RESTAURANT,-1.0
3229,2018-10-03,88,TOMMYS MEXICAN RESTAURANT,-1.0
3237,2017-07-13,60,LAM HOA THUAN RESTAURANT,-1.0
3237,2018-05-22,74,LAM HOA THUAN RESTAURANT,-1.0
3237,2019-08-20,75,LAM HOA THUAN RESTAURANT,-1.0
3241,2017-07-14,71,SHENG KEE BAKERY,-1.0
3241,2018-05-09,98,SHENG KEE BAKERY,-1.0
3241,2019-08-07,96,SHENG KEE BAKERY,-1.0
3248,2016-10-31,89,ST. ANNE'S HOME,-1.0
3248,2018-07-25,92,ST. ANNE'S HOME,-1.0
3252,2017-05-04,92,LITTLE JOES PIZZA REST.,358.0
3252,2018-04-20,90,LITTLE JOES PIZZA REST.,7.0
3252,2019-08-20,86,LITTLE JOES PIZZA REST.,-1.0
3253,2016-10-06,94,S F GOLF CLUB,-1.0
3253,2017-04-13,92,S F GOLF CLUB,267.0
3253,2017-12-29,87,S F GOLF CLUB,7.0
3253,2019-04-02,98,S F GOLF CLUB,-1.0
3256,2016-10-05,87,"Connection, The",7.0
3256,2017-10-02,92,"Connection, The",-1.0
3256,2019-06-04,94,"Connection, The",-1.0
3260,2017-05-23,96,KENTUCKY FRIED CHICKEN,-1.0
3260,2018-03-20,94,KENTUCKY FRIED CHICKEN,-1.0
3260,2019-04-22,98,KENTUCKY FRIED CHICKEN,-1.0
3262,2017-03-23,90,VILLA D'ESTE,-1.0
3262,2018-05-07,77,VILLA D'ESTE,15.0
3262,2019-05-16,92,VILLA D'ESTE,-1.0
3263,2017-03-17,96,Croatian Cultural Center,-1.0
3263,2018-04-26,94,Croatian Cultural Center,-1.0
3267,2017-06-23,85,The Olive Garden Italian,-1.0
3267,2018-05-10,83,The Olive Garden Italian,287.0
